t_s,soc_percent,voltage_mV,temp_dC,plug,status
168211.261,80,3855.0,370.0,,
170372.26,80,3855.0,370.0,,
172532.981,80,3855.0,370.0,,
174693.623,80,3855.0,370.0,,
176853.775,80,3855.0,370.0,,
179014.2,80,3855.0,370.0,,
181235.152,80,3855.0,370.0,,
183515.997,80,3765.0,390.0,,
185796.305,79,3765.0,380.0,,
188076.619,79,3765.0,380.0,,
190357.103,79,3765.0,380.0,,
192637.924,79,3765.0,380.0,,
194918.03,79,3765.0,380.0,,
197198.136,79,3765.0,380.0,,
199478.873,79,3765.0,380.0,,
201759.807,79,3765.0,380.0,,
204040.106,79,3765.0,380.0,,
206320.919,79,3765.0,380.0,,
208601.273,79,3765.0,380.0,,
210942.094,79,3765.0,380.0,,
213283.021,79,3765.0,380.0,,
215623.988,79,3765.0,380.0,,
217964.337,79,3765.0,380.0,,
220304.729,79,3790.0,410.0,usb,charging
222645.143,79,3693.0,410.0,usb,charging
224985.684,79,3693.0,410.0,usb,charging
227326.529,79,3693.0,410.0,usb,charging
229666.643,79,3693.0,410.0,usb,charging
232007.587,79,3693.0,410.0,usb,charging
234347.776,79,3693.0,410.0,usb,charging
