t_s,soc_percent,voltage_mV,temp_dC,plug,status
8860.901,100,4055.0,270.0,,
9281.272,100,4055.0,270.0,,
9701.689,100,4055.0,270.0,,
10122.672,100,4055.0,270.0,,
10542.973,100,4055.0,270.0,,
10963.349,100,4055.0,270.0,,
11383.734,100,4055.0,270.0,,
11803.946,100,4055.0,270.0,,
12224.2,100,4055.0,270.0,,
12644.467,100,4055.0,270.0,,
13064.837,100,4055.0,270.0,,
13485.217,100,4055.0,270.0,,
13965.872,100,4055.0,270.0,,
14446.01,100,4055.0,270.0,,
14926.036,100,4055.0,270.0,,
15406.988,100,4055.0,270.0,,
15887.967,100,4055.0,270.0,,
16368.86,100,4055.0,270.0,,
16849.795,100,4055.0,270.0,,
17390.64,100,4055.0,270.0,,
17931.526,100,4055.0,270.0,,
18472.359,100,4055.0,270.0,,
19013.232,100,4055.0,270.0,,
19553.507,100,4055.0,280.0,,
20154.381,100,4055.0,280.0,,
20754.716,100,4055.0,280.0,,
21414.84,100,4055.0,280.0,,
22075.279,100,4055.0,280.0,,
22735.496,100,4055.0,280.0,,
23395.752,100,4055.0,280.0,,
24056.138,100,4055.0,280.0,,
24716.596,100,4055.0,280.0,,
25376.991,100,4055.0,280.0,,
26037.204,100,4055.0,280.0,,
26697.298,100,4055.0,280.0,,
27357.45,100,4055.0,280.0,,
28017.819,100,4055.0,280.0,,
28678.197,100,4055.0,280.0,,
29399.002,100,4055.0,280.0,,
30119.036,100,4055.0,280.0,,
30839.128,100,4055.0,280.0,,
31559.178,100,4055.0,280.0,,
32280.174,100,4055.0,280.0,,
33000.227,100,4055.0,280.0,,
33721.161,100,4055.0,280.0,,
34442.154,100,4055.0,280.0,,
35162.584,100,4055.0,280.0,,
35943.458,100,4055.0,280.0,,
36724.392,100,4055.0,280.0,,
37505.303,100,4055.0,280.0,,
38286.259,100,4055.0,280.0,,
39067.072,100,4055.0,280.0,,
39847.931,100,4055.0,280.0,,
40628.686,100,4055.0,280.0,,
41409.5,100,4055.0,280.0,,
42189.698,100,4055.0,280.0,,
42970.064,100,4055.0,280.0,,
43750.445,100,4055.0,280.0,,
44531.14,100,4055.0,280.0,,
45311.894,100,4055.0,280.0,,
46152.529,100,4055.0,280.0,,
46993.223,100,4055.0,280.0,,
47833.819,100,4055.0,280.0,,
48674.473,100,4055.0,280.0,,
49515.297,100,4055.0,280.0,,
50355.595,100,4055.0,280.0,,
51196.021,100,4032.0,280.0,,
52036.556,100,4032.0,280.0,,
52877.151,100,4032.0,280.0,,
53777.646,100,4032.0,280.0,,
54678.201,100,4032.0,280.0,,
55578.656,100,4032.0,280.0,,
56479.17,100,4032.0,280.0,,
57379.408,100,4032.0,280.0,,
58279.775,100,4032.0,280.0,,
59180.154,100,4032.0,280.0,,
60080.569,100,4032.0,280.0,,
60981.044,100,4032.0,280.0,,
61881.045,99,4032.0,290.0,,
62781.065,99,4032.0,290.0,,
63741.421,99,4032.0,290.0,,
64701.838,99,4032.0,290.0,,
65662.299,99,4032.0,290.0,,
66622.884,99,4032.0,290.0,,
67583.525,99,4032.0,290.0,,
68544.211,99,4032.0,290.0,,
69504.94,99,4032.0,290.0,,
70465.097,99,4032.0,290.0,,
71425.716,99,4032.0,290.0,,
72386.506,99,4032.0,290.0,,
73347.475,99,4032.0,290.0,,
74307.584,99,4032.0,290.0,,
75268.262,99,4032.0,290.0,,
76228.627,99,4032.0,290.0,,
77189.094,99,4032.0,290.0,,
78149.76,99,4032.0,290.0,,
79110.151,99,4032.0,290.0,,
80070.938,99,4032.0,290.0,,
81030.939,99,4032.0,290.0,,
81991.089,99,4032.0,290.0,,
82951.892,99,4032.0,290.0,,
83912.697,99,4032.0,290.0,,
84872.764,99,4032.0,290.0,,
85832.886,99,4032.0,290.0,,
86793.222,99,4032.0,290.0,,
87753.74,99,4032.0,290.0,,
88714.609,99,4032.0,290.0,,
89674.905,99,4032.0,290.0,,
90635.052,99,4032.0,290.0,,
91595.074,99,4032.0,290.0,,
92555.129,99,4032.0,290.0,,
93515.365,99,4032.0,290.0,,
94476.042,99,4032.0,290.0,,
95496.157,99,4032.0,290.0,,
96516.303,99,4032.0,290.0,,
97536.439,99,4032.0,290.0,,
98556.635,99,4032.0,290.0,,
99576.879,99,4032.0,290.0,,
100596.956,99,4032.0,290.0,,
101617.092,99,4032.0,290.0,,
102637.166,99,4032.0,290.0,,
103657.242,99,4032.0,290.0,,
104738.199,99,4032.0,290.0,,
105818.206,99,4032.0,290.0,,
106898.419,99,4032.0,290.0,,
107979.316,99,4032.0,290.0,,
109060.259,99,4032.0,290.0,,
110141.096,99,4032.0,290.0,,
111221.98,99,4032.0,290.0,,
112302.122,99,4032.0,290.0,,
113442.899,99,4032.0,290.0,,
114583.718,99,4032.0,290.0,,
115724.436,99,4032.0,290.0,,
116865.213,99,4032.0,290.0,,
118005.379,99,4032.0,290.0,,
119145.753,99,4032.0,290.0,,
120286.136,99,4032.0,290.0,,
121426.979,99,4032.0,290.0,,
122567.854,99,4032.0,290.0,,
123708.572,99,4032.0,290.0,,
124849.172,99,4032.0,290.0,,
125989.829,99,4032.0,290.0,,
127190.367,99,4032.0,290.0,,
128390.968,99,4032.0,290.0,,
129591.398,99,4032.0,290.0,,
130791.896,99,4032.0,290.0,,
131992.453,99,4032.0,290.0,,
133192.891,99,4032.0,290.0,,
134393.377,99,4032.0,290.0,,
135653.57,98,4032.0,290.0,,
136913.765,98,4032.0,290.0,,
138174.144,98,4032.0,290.0,,
139434.573,98,4032.0,290.0,,
140695.418,98,4032.0,290.0,,
141955.495,98,4032.0,290.0,,
143215.929,98,4032.0,290.0,,
144476.481,98,4032.0,290.0,,
145736.849,98,4032.0,290.0,,
146997.068,98,4032.0,290.0,,
148257.327,98,4032.0,290.0,,
149517.645,98,4032.0,290.0,,
150778.511,98,4032.0,290.0,,
152098.71,98,4032.0,290.0,,
153418.954,98,4032.0,290.0,,
154739.213,98,4032.0,290.0,,
156059.772,98,4032.0,290.0,,
157380.458,98,4032.0,290.0,,
158700.599,98,4032.0,290.0,,
160020.793,98,4032.0,290.0,,
161341.509,98,4032.0,290.0,,
162661.591,98,4032.0,290.0,,
163981.719,98,4032.0,290.0,,
165302.704,98,4032.0,290.0,,
166622.747,98,4032.0,290.0,,
167942.766,98,4032.0,290.0,,
169262.831,98,4032.0,290.0,,
170643.144,98,4032.0,290.0,,
172024.103,98,4032.0,290.0,,
173404.112,98,4032.0,290.0,,
174784.449,98,4032.0,290.0,,
176165.349,98,4032.0,290.0,,
177546.297,98,4032.0,290.0,,
178927.137,98,4032.0,290.0,,
180308.026,98,4032.0,290.0,,
181688.768,98,4032.0,290.0,,
183129.143,98,4032.0,290.0,,
184569.662,97,4032.0,290.0,,
186010.184,97,4032.0,290.0,,
187451.016,97,4032.0,290.0,,
188891.23,97,4032.0,290.0,,
190331.6,97,4032.0,290.0,,
191771.981,97,4032.0,290.0,,
193212.701,97,4032.0,290.0,,
194653.468,97,4032.0,290.0,,
196094.108,97,4032.0,290.0,,
197534.79,97,4032.0,290.0,,
198974.793,97,4032.0,290.0,,
200415.373,97,4032.0,290.0,,
201855.998,97,4032.0,290.0,,
203356.46,97,4032.0,290.0,,
204856.888,97,4032.0,290.0,,
206357.409,97,4032.0,290.0,,
207857.99,97,4032.0,290.0,,
209358.452,97,4032.0,290.0,,
210858.962,97,4032.0,290.0,,
212359.585,97,4032.0,290.0,,
213859.986,97,4032.0,290.0,,
215360.441,97,4032.0,290.0,,
216920.668,97,4032.0,290.0,,
218481.01,97,4032.0,290.0,,
220041.387,97,4032.0,290.0,,
221601.406,97,4032.0,290.0,,
223161.587,97,4032.0,290.0,,
224721.869,97,4032.0,290.0,,
226282.198,97,4032.0,290.0,,
227842.42,97,4032.0,290.0,,
229402.686,97,4032.0,290.0,,
230963.611,97,4005.0,290.0,,
232583.774,97,4005.0,290.0,,
234203.979,97,4005.0,290.0,,
235824.082,97,4005.0,290.0,,
237444.246,97,4005.0,290.0,,
239064.805,96,4005.0,300.0,,
240685.368,96,4005.0,300.0,,
242305.489,96,4005.0,300.0,,
243925.879,96,4005.0,300.0,,
245546.249,96,4005.0,300.0,,
247166.631,96,4005.0,300.0,,
248786.633,96,4005.0,300.0,,
250406.686,96,4005.0,300.0,,
252087.058,96,4005.0,300.0,,
253767.963,96,4005.0,300.0,,
255448.868,96,4005.0,300.0,,
257128.953,96,4005.0,300.0,,
258809.527,96,4005.0,300.0,,
260490.101,96,4005.0,300.0,,
262170.806,96,4005.0,300.0,,
263851.34,96,4005.0,300.0,,
265532.33,96,4005.0,300.0,,
267213.05,96,4005.0,300.0,,
268893.816,96,4001.0,290.0,usb,charging
270574.728,96,4001.0,290.0,usb,charging
272255.069,96,4001.0,290.0,usb,charging
273935.916,96,4001.0,290.0,usb,charging
275616.821,96,4001.0,290.0,usb,charging
277297.368,96,4001.0,290.0,usb,charging
