t_s,soc_percent,voltage_mV,temp_dC,plug,status
48944.437,100,4130.0,240.0,,
50085.125,100,4130.0,240.0,,
51225.831,100,4130.0,240.0,,
52366.757,100,4130.0,240.0,,
53506.934,100,4130.0,240.0,,
54646.976,100,4130.0,240.0,,
55787.061,100,4130.0,240.0,,
56927.569,100,4130.0,240.0,,
58068.387,100,4130.0,240.0,,
59208.895,100,4130.0,240.0,,
60408.938,100,4130.0,240.0,,
61609.259,100,4130.0,240.0,,
62809.584,100,4130.0,240.0,,
64009.915,100,4130.0,240.0,,
65210.267,100,4130.0,240.0,,
66410.694,100,4130.0,240.0,,
67611.157,100,4130.0,240.0,,
68811.784,100,4130.0,240.0,,
70011.9,100,4130.0,240.0,,
71212.171,100,4130.0,240.0,,
72412.209,100,4130.0,240.0,,
73612.676,100,4130.0,240.0,,
74812.719,100,4130.0,240.0,,
76012.786,100,4130.0,240.0,,
77212.866,100,4130.0,240.0,,
78413.251,100,4130.0,240.0,,
79613.292,100,4130.0,240.0,,
80813.589,100,4130.0,240.0,,
82133.638,100,4130.0,240.0,,
83453.781,100,4130.0,240.0,,
84773.925,100,4130.0,240.0,,
86094.083,100,4130.0,240.0,,
87414.281,100,4130.0,240.0,,
88734.493,100,4130.0,240.0,,
90054.716,100,4130.0,240.0,,
91375.461,100,4130.0,240.0,,
92696.207,100,4130.0,240.0,,
94016.98,100,4130.0,240.0,,
95337.758,100,4130.0,240.0,,
96658.542,100,4130.0,240.0,,
97979.326,100,4130.0,240.0,,
99300.098,100,4130.0,240.0,,
100620.133,100,4130.0,240.0,,
101940.21,100,4130.0,240.0,,
103260.291,100,4207.0,240.0,,
104580.627,100,4207.0,240.0,,
105901.301,100,4207.0,240.0,,
107221.549,100,4207.0,240.0,,
108542.47,100,4207.0,240.0,,
109923.095,100,4207.0,240.0,,
111303.502,100,4141.0,250.0,,
112684.241,100,4141.0,250.0,,
114065.202,100,4141.0,250.0,,
115445.994,100,4141.0,250.0,,
116826.818,100,4141.0,250.0,,
118267.687,100,4141.0,250.0,,
119708.603,100,4141.0,250.0,,
121149.592,100,4141.0,250.0,,
122589.639,100,4141.0,250.0,,
124029.702,100,4141.0,250.0,,
125469.839,100,4141.0,250.0,,
126910.002,100,4141.0,250.0,,
128350.715,100,4141.0,250.0,,
129791.428,100,4141.0,250.0,,
131231.737,100,4141.0,250.0,,
132672.046,100,4141.0,250.0,,
134112.255,100,4141.0,250.0,,
135553.229,100,4141.0,250.0,,
136993.487,100,4141.0,250.0,,
138434.466,100,4141.0,250.0,,
139874.813,100,4141.0,250.0,,
141375.521,100,4116.0,250.0,,
142876.258,100,4116.0,250.0,,
144437.03,100,4116.0,250.0,,
146057.297,100,4116.0,250.0,,
147677.586,100,4116.0,250.0,,
149298.021,100,4116.0,250.0,,
150918.458,100,4116.0,250.0,,
152538.814,100,4116.0,250.0,,
154159.192,100,4116.0,250.0,,
155839.565,100,4086.0,250.0,,
157519.726,100,4086.0,250.0,,
159260.148,100,4086.0,250.0,,
161000.296,100,4086.0,250.0,,
162740.45,100,4086.0,250.0,,
164481.212,100,4086.0,250.0,,
166222.009,100,4086.0,250.0,,
167962.58,100,4086.0,250.0,,
169703.197,100,4086.0,250.0,,
171443.868,100,4086.0,250.0,,
173184.067,100,4086.0,250.0,,
174924.268,100,4086.0,250.0,,
176724.748,100,4086.0,250.0,,
178524.869,100,4086.0,250.0,,
180325.105,100,4086.0,250.0,,
182125.33,100,4086.0,250.0,,
183925.519,100,4086.0,250.0,,
185725.836,100,4086.0,250.0,,
187526.065,100,4086.0,250.0,,
189386.51,100,4086.0,250.0,,
191247.022,100,4086.0,250.0,,
193107.26,100,4086.0,250.0,,
194967.838,100,4086.0,250.0,,
196827.859,100,4110.0,260.0,,
198747.884,100,4110.0,260.0,,
200667.937,100,4022.0,260.0,,
202648.027,100,4107.0,260.0,,
204628.399,99,4107.0,260.0,,
206608.772,99,4107.0,260.0,,
208649.721,99,4107.0,260.0,,
210689.818,99,4107.0,260.0,,
212730.182,99,4107.0,260.0,,
214831.088,99,4107.0,260.0,,
216931.809,99,4107.0,260.0,,
219032.229,99,4107.0,260.0,,
221132.645,99,4107.0,260.0,,
223233.503,99,4107.0,260.0,,
225394.47,99,4107.0,260.0,,
227555.139,99,4107.0,260.0,,
229775.877,99,4107.0,260.0,,
231995.903,99,4107.0,260.0,,
234216.371,99,4107.0,260.0,,
236437.226,99,4107.0,260.0,,
238658.116,99,4107.0,260.0,,
240879.032,99,4107.0,260.0,,
243099.113,99,4107.0,260.0,,
245320.055,99,4107.0,260.0,,
247540.057,99,4107.0,260.0,,
249820.062,99,4080.0,260.0,,
252100.715,99,4080.0,260.0,,
254381.251,99,4080.0,260.0,,
256661.923,99,4080.0,260.0,,
258942.619,99,4080.0,260.0,,
261223.341,99,4080.0,260.0,,
263503.869,99,4080.0,260.0,,
265784.225,99,4080.0,260.0,,
268064.625,99,4080.0,260.0,,
270404.642,99,4080.0,260.0,,
272745.045,99,4080.0,260.0,,
275085.492,99,4111.0,260.0,usb,charging
277425.949,99,4087.0,260.0,usb,charging
279766.62,99,4087.0,260.0,usb,charging
282107.297,99,4087.0,260.0,usb,charging
284447.995,99,4087.0,260.0,usb,charging
286788.792,99,4087.0,260.0,usb,charging
289129.636,99,4087.0,260.0,usb,charging
291470.503,99,4087.0,260.0,usb,charging
293811.376,99,4087.0,260.0,usb,charging
296151.96,99,4087.0,260.0,usb,charging
298492.066,99,4087.0,260.0,usb,charging
300832.172,99,4087.0,260.0,usb,charging
303172.301,99,4087.0,260.0,usb,charging
305512.604,99,4087.0,260.0,usb,charging
307852.907,99,4087.0,260.0,usb,charging
310193.058,99,4087.0,260.0,usb,charging
312533.568,99,4087.0,260.0,usb,charging
